Player,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Steve Nash,2009-10,35,PHO,NBA,PG,81,81,32.8,6.2,12.2,.507,1.5,3.6,.426,4.6,8.6,.540,.570,2.6,2.8,.938,0.4,2.9,3.3,11.0,0.5,0.1,3.6,1.3,16.5,21.6,.615,.295,.228,1.5,9.4,5.7,50.9,0.8,0.3,21.4,22.9,9.1,0.8,9.9,.178,6.1,-1.8,4.3,4.2
Carmelo Anthony,2009-10,25,DEN,NBA,SF,69,69,38.2,10.0,21.8,.458,0.9,2.7,.316,9.1,19.1,.478,.478,7.4,8.9,.830,2.2,4.4,6.6,3.2,1.3,0.4,3.0,3.3,28.2,22.2,.548,.125,.407,6.7,13.1,9.9,15.9,1.7,0.9,10.6,33.4,5.6,2.4,7.9,.145,3.5,-1.2,2.3,2.9
Tim Duncan,2009-10,33,SAS,NBA,C,78,77,31.3,7.2,13.9,.518,0.0,0.1,.182,7.2,13.7,.522,.519,3.5,4.8,.725,2.8,7.3,10.1,3.2,0.6,1.5,1.8,1.9,17.9,24.7,.560,.010,.346,10.8,26.8,18.9,17.8,1.0,3.5,10.1,26.0,6.4,4.5,10.9,.215,4.4,1.8,6.1,5.0
Shawn Marion,2009-10,31,DAL,NBA,SF,75,75,31.8,5.3,10.4,.508,0.0,0.3,.158,5.2,10.1,.516,.510,1.4,1.9,.755,2.1,4.3,6.4,1.4,0.9,0.8,1.3,1.9,12.0,14.7,.535,.024,.179,7.7,15.2,11.5,7.2,1.5,1.9,10.6,18.1,2.1,2.8,5.0,.100,-0.5,0.1,-0.5,0.9
Dirk Nowitzki,2009-10,31,DAL,NBA,PF,81,80,37.5,8.9,18.5,.481,0.6,1.5,.421,8.3,17.0,.487,.498,6.6,7.2,.915,1.0,6.7,7.7,2.7,0.9,1.0,1.8,2.6,25.0,22.9,.578,.081,.392,3.1,20.1,11.7,13.0,1.2,2.0,7.8,28.8,8.4,3.9,12.3,.194,3.7,0.5,4.2,4.7
Arron Afflalo,2009-10,24,DEN,NBA,SG,82,75,27.1,3.3,7.1,.465,1.3,3.0,.434,2.0,4.1,.488,.557,0.9,1.2,.735,0.7,2.4,3.1,1.7,0.6,0.4,0.9,2.7,8.8,10.9,.576,.426,.168,3.1,9.9,6.5,9.3,1.0,1.0,10.5,14.0,2.8,1.4,4.3,.092,-0.2,-0.2,-0.4,0.9
Kenyon Martin,2009-10,32,DEN,NBA,PF,58,58,34.2,4.9,10.7,.456,0.1,0.5,.276,4.7,10.2,.465,.463,1.6,2.9,.557,2.4,7.0,9.4,1.9,1.2,1.1,1.6,3.2,11.5,13.4,.481,.047,.269,8.3,23.3,15.8,8.5,1.8,2.3,11.6,17.5,0.4,2.8,3.3,.079,-1.4,0.5,-0.8,0.6
Kevin Durant,2009-10,21,OKC,NBA,SF,82,82,39.5,9.7,20.3,.476,1.6,4.3,.365,8.1,16.1,.506,.514,9.2,10.2,.900,1.3,6.3,7.6,2.8,1.4,1.0,3.3,2.1,30.1,26.2,.607,.210,.504,3.8,17.9,11.0,13.5,1.8,1.9,11.7,32.0,11.1,5.0,16.1,.238,6.3,0.8,7.1,7.5
Metta World Peace,2009-10,30,LAL,NBA,SF,77,77,33.8,4.0,9.6,.414,1.4,3.8,.355,2.6,5.8,.453,.484,1.7,2.4,.688,1.3,3.0,4.3,3.0,1.4,0.3,1.6,2.1,11.0,12.1,.514,.400,.251,4.3,9.9,7.1,13.3,2.1,0.6,12.8,16.2,1.8,3.5,5.3,.098,-0.6,1.1,0.5,1.6
Stephen Jackson,2009-10,31,TOT,NBA,"PF,SG",81,81,38.6,7.4,17.5,.423,1.6,4.9,.328,5.8,12.7,.460,.469,4.2,5.4,.779,1.0,4.0,5.0,3.7,1.6,0.5,3.2,2.4,20.6,15.6,.518,.277,.306,3.0,12.2,7.7,17.7,2.2,1.1,13.9,27.5,0.5,4.6,5.0,.077,0.3,0.1,0.4,1.9
Thabo Sefolosha,2009-10,25,OKC,NBA,SG,82,82,28.6,2.4,5.4,.440,0.5,1.6,.313,1.9,3.8,.494,.486,0.7,1.1,.674,0.9,3.8,4.7,1.8,1.2,0.6,1.1,1.9,6.0,9.8,.509,.297,.202,3.8,14.8,9.5,8.9,2.1,1.5,15.8,10.9,0.6,3.4,4.0,.082,-1.9,2.0,0.1,1.3
Shane Battier,2009-10,31,HOU,NBA,SG,67,62,32.4,2.7,6.7,.398,1.5,4.2,.362,1.1,2.5,.458,.511,1.1,1.6,.726,1.1,3.6,4.7,2.4,0.8,1.1,1.0,2.1,8.0,11.1,.541,.624,.237,3.8,13.1,8.2,10.9,1.2,2.6,11.5,11.4,2.2,2.1,4.3,.095,0.1,1.4,1.5,1.9
Matt Barnes,2009-10,29,ORL,NBA,SF,81,58,25.9,3.3,6.9,.487,0.8,2.6,.319,2.5,4.3,.586,.546,1.3,1.8,.740,1.3,4.2,5.5,1.7,0.7,0.4,1.4,2.3,8.8,13.6,.576,.372,.262,6.1,18.0,12.3,10.1,1.5,1.1,15.3,16.2,2.5,3.4,5.9,.135,-0.1,1.3,1.3,1.7
Kendrick Perkins,2009-10,25,BOS,NBA,C,78,78,27.6,4.0,6.7,.602,0.0,0.0,.000,4.0,6.7,.605,.602,2.1,3.6,.582,2.0,5.6,7.6,1.0,0.3,1.7,2.1,2.8,10.1,15.0,.613,.006,.536,9.1,24.4,16.9,6.0,0.6,4.8,20.4,17.6,1.4,3.8,5.2,.117,-1.7,1.0,-0.7,0.7
Amar'e Stoudemire,2009-10,27,PHO,NBA,PF,82,82,34.6,8.6,15.4,.557,0.0,0.1,.167,8.6,15.3,.559,.557,5.9,7.7,.771,2.8,6.1,8.9,1.0,0.6,1.0,2.6,3.4,23.1,22.6,.615,.005,.500,9.7,18.9,14.5,4.8,0.9,2.1,12.1,27.3,8.2,2.5,10.7,.181,2.1,-1.1,1.0,2.2
Josh Smith,2009-10,24,ATL,NBA,PF,81,81,35.4,6.2,12.3,.505,0.0,0.1,.000,6.2,12.2,.508,.505,3.2,5.2,.618,2.8,6.0,8.7,4.2,1.6,2.1,2.4,3.0,15.7,21.0,.536,.007,.422,9.0,19.8,14.3,19.0,2.4,4.5,14.3,22.2,4.2,5.1,9.3,.155,2.4,2.7,5.1,5.1
Chauncey Billups,2009-10,33,DEN,NBA,PG,73,73,34.1,5.5,13.2,.418,2.2,5.6,.386,3.4,7.6,.441,.499,6.4,7.0,.910,0.3,2.8,3.1,5.6,1.1,0.1,2.4,2.1,19.5,20.2,.601,.423,.532,1.2,9.3,5.3,26.1,1.7,0.3,13.0,24.3,7.7,1.7,9.5,.182,4.5,-0.8,3.7,3.6
Luc Mbah a Moute,2009-10,23,MIL,NBA,PF,73,62,25.6,2.4,5.1,.480,0.1,0.2,.353,2.3,4.8,.486,.488,1.3,1.8,.699,2.3,3.1,5.5,1.1,0.8,0.5,1.0,2.5,6.2,11.8,.530,.046,.360,9.9,14.6,12.2,6.5,1.7,1.6,14.1,12.1,1.8,3.0,4.7,.122,-1.8,1.5,-0.3,0.8
Chris Bosh,2009-10,25,TOR,NBA,C,70,70,36.1,8.6,16.5,.518,0.1,0.3,.364,8.5,16.2,.521,.522,6.7,8.4,.797,2.9,7.9,10.8,2.4,0.6,1.0,2.4,2.4,24.0,25.0,.592,.019,.509,9.9,25.2,17.7,11.5,0.9,2.1,10.7,28.7,7.9,1.7,9.6,.182,4.8,-1.2,3.6,3.6
Rajon Rondo,2009-10,23,BOS,NBA,PG,81,81,36.6,5.7,11.2,.508,0.2,1.0,.213,5.5,10.2,.536,.517,2.2,3.5,.621,1.2,3.2,4.4,9.8,2.3,0.1,3.0,2.4,13.7,19.1,.540,.088,.312,4.3,10.5,7.5,43.7,3.3,0.3,19.3,20.2,4.9,4.7,9.6,.156,2.2,1.4,3.6,4.2
Marcus Camby,2009-10,35,TOT,NBA,"C,PF",74,74,31.3,3.2,6.8,.475,0.0,0.1,.286,3.2,6.7,.478,.477,1.1,1.6,.639,3.4,8.4,11.8,2.5,1.3,2.0,1.2,2.2,7.5,17.9,.501,.014,.244,12.7,31.9,22.2,12.3,2.2,4.8,14.1,12.8,2.5,4.3,6.8,.142,0.7,2.6,3.3,3.1
Anderson Varejão,2009-10,27,CLE,NBA,PF,76,7,28.5,3.5,6.1,.572,0.0,0.1,.200,3.5,6.1,.576,.573,1.5,2.3,.663,2.5,5.1,7.6,1.1,0.9,0.9,0.9,2.9,8.6,15.8,.598,.011,.375,10.9,20.4,15.9,6.1,1.7,2.4,11.0,13.1,4.3,3.8,8.1,.179,0.1,1.2,1.3,1.8
Kobe Bryant,2009-10,31,LAL,NBA,SG,73,73,38.8,9.8,21.5,.456,1.4,4.1,.329,8.5,17.4,.487,.488,6.0,7.4,.811,1.1,4.3,5.4,5.0,1.5,0.3,3.2,2.6,27.0,21.9,.545,.192,.345,3.1,12.2,7.7,23.8,2.1,0.5,11.4,32.3,5.4,4.0,9.4,.160,3.9,0.2,4.1,4.4
David Lee,2009-10,26,NYK,NBA,C,81,81,37.3,8.5,15.5,.545,0.0,0.1,.000,8.5,15.4,.549,.545,3.3,4.1,.812,2.8,8.9,11.7,3.6,1.0,0.5,2.3,3.2,20.2,22.2,.584,.006,.262,8.4,27.6,17.9,17.5,1.4,1.0,11.9,23.8,7.4,2.9,10.3,.163,2.6,0.0,2.5,3.5
Dwyane Wade,2009-10,28,MIA,NBA,SG,77,77,36.3,9.3,19.6,.476,0.9,3.2,.300,8.4,16.5,.509,.500,6.9,9.1,.761,1.4,3.5,4.8,6.5,1.8,1.1,3.3,2.4,26.6,28.0,.562,.161,.465,4.5,11.1,7.8,36.4,2.7,2.4,12.2,34.9,8.5,4.6,13.0,.224,7.1,2.1,9.2,7.9
Chris Paul,2010-11,25,NOH,NBA,PG,80,80,36.0,5.4,11.6,.463,0.9,2.3,.388,4.5,9.3,.482,.502,4.2,4.8,.878,0.5,3.6,4.1,9.8,2.4,0.1,2.2,2.5,15.9,23.7,.578,.197,.414,1.6,12.3,6.9,45.8,3.5,0.1,13.9,21.1,9.5,4.4,13.9,.232,4.4,2.8,7.1,6.7
Luol Deng,2010-11,25,CHI,NBA,SF,82,82,39.1,6.5,14.1,.460,1.4,4.1,.345,5.1,10.0,.506,.510,3.1,4.1,.753,1.4,4.4,5.8,2.8,1.0,0.6,1.9,2.0,17.4,15.5,.549,.288,.291,4.4,12.8,8.7,11.9,1.3,1.1,10.7,20.9,4.7,5.2,9.9,.149,1.1,0.6,1.7,3.0
Grant Hill,2010-11,38,PHO,NBA,SF,80,80,30.1,5.0,10.3,.484,0.6,1.4,.395,4.4,8.9,.498,.511,2.7,3.2,.829,1.0,3.3,4.2,2.5,0.8,0.4,1.7,2.3,13.2,14.7,.563,.138,.312,3.7,12.5,8.1,13.0,1.4,1.1,12.5,20.1,3.1,1.3,4.4,.087,-0.2,-0.3,-0.5,0.9
LeBron James,2010-11,26,MIA,NBA,SF,79,79,38.8,9.6,18.8,.510,1.2,3.5,.330,8.4,15.3,.552,.541,6.4,8.4,.759,1.0,6.5,7.5,7.0,1.6,0.6,3.6,2.1,26.7,27.3,.594,.188,.446,3.3,18.7,11.4,34.9,2.1,1.3,13.8,31.5,10.3,5.3,15.6,.244,6.3,1.8,8.1,7.8
Andrew Bogut,2010-11,26,MIL,NBA,C,65,65,35.3,5.6,11.4,.495,0.0,0.1,.000,5.6,11.4,.497,.495,1.5,3.3,.442,3.1,8.0,11.1,2.0,0.7,2.6,1.9,3.3,12.8,16.7,.496,.005,.292,9.8,27.1,18.3,10.4,1.1,5.8,13.0,19.6,0.3,5.1,5.4,.112,-1.0,2.4,1.3,1.9
Derrick Rose,2010-11,22,CHI,NBA,PG,81,81,37.4,8.8,19.7,.445,1.6,4.8,.332,7.2,15.0,.481,.485,5.9,6.9,.858,1.0,3.1,4.1,7.7,1.0,0.6,3.4,1.7,25.0,23.5,.550,.241,.348,3.2,9.4,6.4,38.7,1.5,1.3,13.1,32.2,8.3,4.8,13.1,.208,6.3,0.5,6.8,6.7
Chuck Hayes,2010-11,27,HOU,NBA,C,74,63,28.1,3.3,6.3,.527,0.0,0.0,.000,3.3,6.2,.529,.527,1.3,1.9,.662,3.0,5.1,8.1,2.7,1.1,0.7,1.2,2.7,7.9,16.2,.554,.004,.307,11.9,20.7,16.3,14.3,1.9,1.6,14.1,13.0,3.9,2.4,6.3,.146,0.6,1.3,1.9,2.1
Dwight Howard,2010-11,25,ORL,NBA,C,78,78,37.6,7.9,13.4,.593,0.0,0.1,.000,7.9,13.3,.597,.593,7.0,11.7,.596,4.0,10.1,14.1,1.4,1.4,2.4,3.6,3.3,22.9,26.1,.616,.007,.877,12.6,30.6,21.8,6.8,1.9,4.9,16.2,27.2,6.7,7.7,14.4,.235,2.9,2.4,5.3,5.4
Kevin Garnett,2010-11,34,BOS,NBA,PF,71,71,31.3,6.1,11.6,.528,0.0,0.1,.200,6.1,11.5,.530,.529,2.6,3.1,.862,1.2,7.7,8.9,2.4,1.3,0.8,1.6,2.1,14.9,20.6,.575,.006,.264,4.9,28.7,17.5,13.5,2.3,2.0,11.1,22.3,3.4,5.6,9.0,.194,1.8,2.9,4.7,3.8
Manu Ginóbili,2010-11,33,SAS,NBA,SG,80,79,30.3,5.5,12.7,.433,1.9,5.5,.349,3.6,7.2,.497,.509,4.5,5.1,.871,0.5,3.2,3.7,4.9,1.5,0.4,2.2,2.0,17.4,21.7,.581,.433,.403,2.1,11.8,7.1,26.4,2.6,0.8,12.7,26.0,6.6,3.2,9.9,.195,4.1,1.3,5.4,4.5
Gerald Wallace,2010-11,28,TOT,NBA,"PF,SF",71,63,37.9,5.4,12.0,.454,0.9,2.6,.333,4.6,9.4,.487,.490,3.9,5.3,.746,1.6,6.5,8.0,2.4,1.5,0.9,2.1,2.6,15.7,16.2,.548,.219,.439,4.9,21.0,12.8,10.9,2.1,1.9,13.0,20.3,2.6,3.6,6.2,.111,0.4,1.1,1.5,2.4
Tim Duncan,2010-11,34,SAS,NBA,C,76,76,28.4,5.5,11.0,.500,0.0,0.1,.000,5.5,11.0,.502,.500,2.4,3.4,.716,2.2,6.7,8.9,2.7,0.7,1.9,1.6,1.6,13.4,21.9,.537,.005,.307,9.3,26.8,18.3,15.7,1.2,4.8,11.4,22.9,3.7,4.0,7.7,.171,2.2,2.2,4.4,3.5
Tony Allen,2010-11,29,MEM,NBA,SG,72,31,20.8,3.5,6.8,.510,0.1,0.3,.174,3.4,6.5,.527,.514,1.9,2.5,.753,1.0,1.7,2.7,1.4,1.8,0.6,1.2,2.2,8.9,18.3,.562,.047,.370,5.5,9.9,7.7,10.9,4.5,2.4,13.1,19.9,2.0,2.7,4.7,.152,0.1,3.5,3.6,2.1
Tony Parker,2010-11,28,SAS,NBA,PG,78,78,32.4,7.1,13.7,.519,0.3,0.9,.357,6.8,12.8,.531,.531,3.0,3.9,.769,0.4,2.7,3.1,6.6,1.2,0.0,2.6,1.7,17.5,20.4,.569,.065,.283,1.4,9.3,5.5,35.2,1.9,0.1,14.3,25.5,5.8,2.4,8.2,.156,2.3,-0.4,1.8,2.4
Dirk Nowitzki,2010-11,32,DAL,NBA,PF,73,73,34.3,8.4,16.2,.517,0.9,2.3,.393,7.5,13.8,.538,.545,5.4,6.1,.892,0.7,6.3,7.0,2.6,0.5,0.6,1.9,2.4,23.0,23.4,.612,.142,.376,2.4,20.8,12.0,14.2,0.8,1.4,9.1,28.2,7.8,3.3,11.1,.213,4.3,0.8,5.1,4.5
Blake Griffin,2010-11,21,LAC,NBA,PF,82,82,38.0,8.5,16.8,.506,0.1,0.3,.292,8.4,16.5,.510,.508,5.4,8.5,.642,3.3,8.8,12.1,3.8,0.8,0.5,2.7,3.1,22.5,21.9,.549,.017,.505,10.2,26.9,18.6,18.7,1.0,1.1,11.7,27.3,6.5,3.4,9.8,.152,3.0,-0.3,2.6,3.6
Kenyon Martin,2010-11,33,DEN,NBA,PF,48,48,25.7,3.9,7.5,.511,0.0,0.2,.222,3.8,7.4,.518,.514,0.9,1.5,.583,1.4,4.8,6.2,2.3,0.9,0.7,1.2,2.8,8.6,14.1,.526,.025,.199,6.5,20.9,13.9,13.6,1.8,2.2,13.0,16.4,1.0,1.6,2.7,.104,-0.8,1.7,0.9,0.9
Andre Iguodala,2010-11,27,PHI,NBA,SF,67,67,36.9,5.0,11.3,.445,0.9,2.7,.337,4.1,8.6,.479,.486,3.1,4.5,.693,0.9,4.9,5.8,6.3,1.5,0.6,2.1,1.6,14.1,17.2,.530,.238,.395,2.8,15.2,9.0,26.4,2.1,1.2,13.4,19.2,3.3,3.5,6.7,.130,1.7,1.6,3.2,3.2
JaVale McGee,2010-11,23,WAS,NBA,C,79,75,27.8,4.2,7.6,.550,0.0,0.0,.000,4.2,7.6,.552,.550,1.7,2.9,.583,2.8,5.2,8.0,0.5,0.5,2.4,1.3,2.9,10.1,17.4,.566,.005,.381,11.2,22.2,16.5,2.8,1.0,6.7,12.6,16.3,2.7,2.5,5.3,.115,-0.7,0.4,-0.4,0.9
Serge Ibaka,2010-11,21,OKC,NBA,PF,82,44,27.0,4.1,7.5,.543,0.0,0.0,.000,4.1,7.5,.544,.543,1.7,2.2,.750,2.6,5.0,7.6,0.3,0.4,2.4,0.9,3.3,9.9,17.7,.579,.002,.298,11.7,20.8,16.4,1.6,0.7,6.5,9.2,15.7,4.3,3.2,7.6,.164,-0.2,0.7,0.5,1.4
Kevin Durant,2010-11,22,OKC,NBA,SF,78,78,38.9,9.1,19.7,.462,1.9,5.3,.350,7.3,14.4,.504,.509,7.6,8.7,.880,0.7,6.1,6.8,2.7,1.1,1.0,2.8,2.0,27.7,23.6,.589,.269,.439,2.3,17.7,10.3,13.2,1.5,1.8,10.6,30.6,8.6,3.3,12.0,.189,5.2,-0.3,4.9,5.3
Metta World Peace,2010-11,31,LAL,NBA,SF,82,82,29.4,3.2,8.0,.397,1.0,2.8,.356,2.2,5.2,.419,.460,1.1,1.7,.676,1.2,2.0,3.3,2.1,1.5,0.4,1.1,2.2,8.5,11.2,.485,.354,.207,4.9,7.6,6.3,10.7,2.7,1.1,11.1,15.3,1.2,3.2,4.4,.088,-1.4,1.5,0.2,1.3
Thabo Sefolosha,2010-11,26,OKC,NBA,SG,79,79,25.9,2.0,4.2,.471,0.4,1.3,.275,1.6,2.9,.558,.514,0.7,1.0,.747,0.8,3.6,4.4,1.4,1.2,0.5,0.7,2.2,5.1,10.4,.545,.306,.237,3.8,15.5,9.9,7.9,2.5,1.4,13.0,9.4,1.6,2.5,4.1,.097,-1.3,1.9,0.6,1.3
Amar'e Stoudemire,2010-11,28,NYK,NBA,C,78,78,36.8,9.5,19.0,.502,0.1,0.3,.435,9.4,18.7,.503,.505,6.1,7.7,.792,2.5,5.6,8.2,2.6,0.9,1.9,3.2,3.5,25.3,22.7,.565,.016,.403,7.8,17.6,12.7,13.2,1.2,3.8,12.5,30.9,5.4,2.6,8.0,.134,2.0,-0.6,1.4,2.4
Andrew Bynum,2010-11,23,LAL,NBA,C,54,47,27.8,4.4,7.6,.574,0.0,0.0,,4.4,7.6,.574,.574,2.6,3.9,.660,3.1,6.3,9.4,1.4,0.4,2.0,1.4,2.6,11.3,21.1,.606,.000,.506,13.3,24.7,19.2,7.7,0.7,5.4,12.8,17.6,3.8,2.8,6.6,.210,1.8,1.4,3.2,2.0
Josh Smith,2010-11,25,ATL,NBA,PF,77,77,34.4,6.5,13.5,.477,0.7,2.0,.331,5.8,11.5,.503,.502,3.0,4.1,.725,1.7,6.8,8.5,3.3,1.3,1.6,2.6,2.8,16.5,19.2,.540,.148,.304,6.2,23.7,15.0,17.1,2.0,3.5,14.3,24.7,1.9,4.5,6.4,.116,1.0,1.7,2.8,3.2
Keith Bogans,2010-11,30,CHI,NBA,SG,82,82,17.8,1.5,3.7,.404,1.1,2.9,.380,0.4,0.9,.486,.550,0.3,0.4,.656,0.2,1.6,1.8,1.2,0.5,0.1,0.5,1.4,4.4,9.0,.559,.772,.104,1.6,10.1,5.9,10.1,1.4,0.5,11.3,11.4,1.4,2.2,3.6,.118,-1.5,1.4,-0.2,0.7
Rajon Rondo,2010-11,24,BOS,NBA,PG,68,68,37.2,4.7,9.9,.475,0.1,0.6,.233,4.5,9.2,.491,.482,1.1,1.9,.568,1.3,3.1,4.4,11.2,2.3,0.2,3.4,1.8,10.6,17.1,.495,.064,.197,4.5,9.7,7.2,47.1,3.2,0.3,24.3,18.3,1.8,4.8,6.6,.126,1.6,1.4,3.1,3.2
Kobe Bryant,2010-11,32,LAL,NBA,SG,82,82,33.9,9.0,20.0,.451,1.4,4.3,.323,7.6,15.6,.487,.487,5.9,7.1,.828,1.0,4.1,5.1,4.7,1.2,0.1,3.0,2.1,25.3,23.9,.548,.217,.356,3.5,13.3,8.5,26.7,1.9,0.3,11.4,35.1,6.8,3.5,10.3,.178,5.4,-0.2,5.2,5.0
Tyson Chandler,2010-11,28,DAL,NBA,C,74,74,27.8,3.6,5.5,.654,0.0,0.0,,3.6,5.5,.654,.654,2.9,4.0,.732,2.8,6.6,9.4,0.4,0.5,1.1,1.2,3.2,10.1,18.4,.697,.000,.725,12.2,26.6,19.7,2.4,0.9,3.0,14.1,14.2,5.8,3.5,9.4,.218,0.6,1.0,1.5,1.8
Dwyane Wade,2010-11,29,MIA,NBA,SG,76,76,37.1,9.1,18.2,.500,0.8,2.7,.306,8.3,15.5,.534,.523,6.5,8.6,.758,1.6,4.8,6.4,4.6,1.5,1.1,3.1,2.6,25.5,25.6,.581,.149,.471,5.5,14.4,10.2,23.5,2.1,2.4,12.4,31.6,8.1,4.7,12.8,.218,5.5,1.1,6.6,6.1
Joakim Noah,2010-11,25,CHI,NBA,C,48,48,32.8,4.4,8.4,.525,0.0,0.0,.000,4.4,8.4,.526,.525,2.9,3.9,.739,3.8,6.6,10.4,2.2,1.0,1.5,1.9,3.3,11.7,18.8,.579,.002,.468,13.9,22.8,18.5,10.7,1.6,3.5,15.7,16.8,3.1,3.6,6.7,.205,0.8,2.1,2.9,1.9
Chris Paul,2011-12,26,LAC,NBA,PG,60,60,36.4,7.1,14.8,.478,1.3,3.6,.371,5.8,11.3,.511,.522,4.3,5.0,.861,0.7,2.9,3.6,9.1,2.5,0.1,2.1,2.3,19.8,27.0,.581,.239,.339,2.3,9.4,5.8,43.8,3.8,0.2,10.8,24.3,10.4,2.3,12.7,.278,6.7,2.4,9.2,6.1
Luol Deng,2011-12,26,CHI,NBA,SF,54,54,39.4,5.8,14.0,.412,1.5,4.0,.367,4.3,10.0,.430,.464,2.4,3.1,.770,1.4,5.1,6.5,2.9,1.0,0.7,1.8,1.5,15.3,14.1,.500,.285,.219,4.1,14.0,9.2,11.7,1.4,1.2,10.4,19.8,2.3,3.6,5.8,.132,0.6,1.1,1.7,2.0
Joe Johnson,2011-12,30,ATL,NBA,SG,60,60,35.5,7.1,15.5,.454,2.1,5.4,.388,5.0,10.2,.489,.521,2.6,3.1,.849,0.9,2.8,3.7,3.9,0.8,0.2,1.9,1.3,18.8,18.4,.557,.346,.200,2.9,9.2,6.1,19.7,1.2,0.5,10.3,24.9,4.4,2.1,6.4,.145,3.1,-1.0,2.1,2.2
